FSCS Key,Library Name,ADDRESS,CITY,ZIP,Locale ,Service Area Population,Books and Other Print Material,E-Books,  Audio - Physical,Video - Physical
KS0238,COLONY CITY LIBRARY,339 CHERRY STREET,COLONY,66015,Rural,375,"4,949","1,264,255",38,"1,381"
KS0239,EDNA PUBLIC LIBRARY,105 N DELAWARE,EDNA,67342,Rural,378,"5,104","1,264,255",157,325
KS0240,MCCUNE OSAGE TOWNSHIP LIBRARY,509 6TH ST.,MCCUNE,66753,Rural,715,"8,037","1,264,255",47,"1,062"
KS0241,ALTOONA PUBLIC LIBRARY,714 MAIN,ALTOONA,66710,Rural,350,"4,656","1,264,255",32,"1,187"
KS0242,MOLINE PUBLIC LIBRARY,107 N. MAIN,MOLINE,67353,Rural,336,"4,022","1,264,255",79,651
KS0243,THAYER FRIDAY READING CLUB CITY LIBRARY,200 WEST NEOSHO AVENUE,THAYER,66776,Rural,430,"5,594","1,348,334",172,"1,096"
KS0244,MORAN PUBLIC LIBRARY,308 N. SPRUCE ST.,MORAN,66755,Rural,470,"7,234","1,264,255",308,"1,146"
KS0245,LINN COUNTY LIBRARY DIST #3,316 E. MAIN ST,BLUE MOUND,66010,Rural,436,"5,169","1,264,255",0,"2,236"
KS0246,MOUND CITY/LINN COUNTY DIST. #4,630 MAIN STREET,MOUND CITY,66056,Rural,"2,048","11,636","1,264,255",518,"2,012"
KS0247,CEDAR VALE MEMORIAL LIBRARY,608 CEDAR,CEDAR VALE,67024,Rural,477,"5,989","1,264,255",614,"1,765"
KS0248,HOWARD CITY LIBRARY,126 S. WABASH,HOWARD,67349,Rural,563,"8,547","1,264,255",94,"1,091"
KS0249,WEIR PUBLIC LIBRARY,111 E. MAIN ST.,WEIR,66781,Rural,563,"5,195","1,264,255",76,975
KS0250,MADISON PUBLIC LIBRARY,110 SOUTH 1ST ST.,MADISON,66860,Rural,676,"5,194","1,264,255",66,465
KS0251,GRAVES MEMORIAL PUBLIC LIBRARY,717 CENTRAL,ST PAUL,66771,Rural,873,"5,225","1,264,255",1,533
KS0252,ALTAMONT PUBLIC LIBRARY,407 HUSTON AVE,ALTAMONT,67330,Rural,"1,038","14,860","397,449",173,610
KS0253,LINN COUNTY LIBRARY DISTRICT #5,752 MAIN STREET,PLEASANTON,66075,Rural,"1,883","7,167","1,264,255",325,"1,933"
KS0254,SEDAN PUBLIC LIBRARY,115 N CHAUTAUQUA,SEDAN,67361,Rural,"1,010","5,851","1,264,255",246,"1,261"
KS0255,ERIE CITY PUBLIC LIBRARY,204 S. BUTLER,ERIE,66733,Rural,"1,030","12,670","1,264,255",189,428
KS0256,"LIBRARY DISTRICT #2 , LINN COUNTY",209 N. BROADWAY,LACYGNE,66040,Rural,"2,643","38,003","1,268,455",849,"3,412"
KS0257,CHETOPA CITY LIBRARY,312 MAPLE,CHETOPA,67336,Rural,916,"3,935","1,264,255",0,0
KS0258,"LIBRARY DISTRICT #1, DONIPHAN COUNTY",105 N. MAIN,TROY,66087,Rural,"6,972","18,946","1,328,518",623,"5,378"
KS0259,YATES CENTER PUBLIC LIBRARY,218 N MAIN,YATES CENTER,66783,Rural,"1,334","13,063","1,264,255",131,"1,287"
KS0260,OSWEGO PUBLIC,704 FOURTH STREET,OSWEGO,67356,Rural,"1,640","10,021","1,264,255",112,"1,426"
KS0261,HUMBOLDT PUBLIC LIBRARY,916 BRIDGE,HUMBOLDT,66748,Rural,"1,845","19,392","1,264,255",334,"1,637"
KS0262,CANEY CITY LIBRARY,211 W. 5TH AVENUE,CANEY,67333,Rural,"1,759","10,313","1,264,255",304,"2,160"
KS0263,CHERRYVALE PUBLIC LIBRARY,329 EAST MAIN ST,CHERRYVALE,67335,Rural,"2,157","9,626","1,264,255",67,"1,261"
KS0264,FREDONIA PUBLIC LIBRARY,807 JEFFERSON ST.,FREDONIA,66736,Rural,"2,138","22,390","1,348,334",346,"1,754"
KS0265,GIRARD PUBLIC LIBRARY,128 WEST PRAIRIE AVE.,GIRARD,66743,Town,"2,487","38,498","1,264,255","3,125","7,139"
KS0266,GARNETT PUBLIC LIBRARY,125 W. 4TH,GARNETT,66032,Town,"3,188","29,406","1,348,334",950,"1,740"
KS0267,EUREKA PUBLIC LIBRARY,606 NORTH MAIN,EUREKA,67045,Town,"2,295","21,897","1,264,255",593,"1,920"
KS0268,NEODESHA/W.A. RANKIN MEMORIAL,502 INDIANA,NEODESHA,66757,Town,"2,268","20,780","397,451",631,"1,783"
KS0269,COLUMBUS PUBLIC LIBRARY,205 N. KANSAS,COLUMBUS,66725,Town,"2,880","16,623","1,264,255",702,"1,174"
KS0270,GALENA PUBLIC LIBRARY,210 W. 7TH STREET,GALENA,66739,Town,"2,747","32,006","1,264,255",31,0
KS0271,JOHNSTON PUBLIC LIBRARY,210 W. 10TH ST.,BAXTER SPRINGS,66713,Town,"3,834","13,626","1,264,255",248,600
KS0272,IOLA PUBLIC LIBRARY,218 EAST MADISON,IOLA,66749,Town,"5,401","27,644","1,348,334","1,819","2,805"
KS0273,FORT SCOTT PUBLIC LIBRARY,201 S. NATIONAL,FORT SCOTT,66701,Town,"7,615","27,778","1,348,334",718,"1,271"
KS0274,COFFEY COUNTY LIBRARY,410 JUNIATTA STREET,BURLINGTON,66839,Town,"8,280","76,866","1,365,468","2,757","21,271"
KS0275,CHANUTE PUBLIC LIBRARY,111 N. LINCOLN AVE.,CHANUTE,66720,Town,"8,568","68,423","1,264,255","3,500","7,279"
KS0276,INDEPENDENCE PUBLIC LIBRARY,220 EAST MAPLE,INDEPENDENCE,67301,Town,"12,171","46,227","1,348,334","1,346","7,188"
KS0277,PARSONS PUBLIC LIBRARY,311 S 17TH STREET,PARSONS,67357,Town,"9,382","34,124","1,264,255","1,799","4,579"
KS0278,COFFEYVILLE PUBLIC LIBRARY,311 W TENTH STREET,COFFEYVILLE,67337,Town,"8,690","58,590","1,348,445","1,198","5,667"
KS0279,PITTSBURG PUBLIC LIBRARY,308 NORTH WALNUT,PITTSBURG,66762,Town,"20,658","62,975","1,348,334","2,837","6,254"
KS0283,HANSTON CITY LIBRARY,105 N LOGAN,HANSTON,67849,Rural,264,"7,472","397,449",10,772
KS0285,COPELAND PUBLIC LIBRARY,109 SANTA FE,COPELAND,67837,Rural,251,"5,924","397,449",0,500
KS0286,KISMET PUBLIC LIBRARY,503 MAIN STREET,KISMET,67859,Rural,"1,534","7,659","397,449",65,440
KS0287,RANSOM PUBLIC LIBRARY,411 S. VERMONT,RANSOM,67572,Rural,257,"8,422","397,449",0,"1,326"
KS0288,FOWLER PUBLIC LIBRARY,510 MAIN,FOWLER,67844,Rural,513,"7,120","397,449",238,695
KS0289,SPEARVILLE TOWNSHIP LIBRARY,414 N. MAIN STREET,SPEARVILLE,67876,Rural,"1,133","14,001","397,449",154,899
KS0290,MEADOWLARK LIBRARY/LEWIS,208 MAIN ST.,LEWIS,67552,Rural,460,"15,883","397,449",124,934
KS0291,MINNEOLA CITY LIBRARY,112 MAIN,MINNEOLA,67865,Rural,724,"11,550","397,449",0,0
KS0292,BUCKLIN PUBLIC LIBRARY,120 S. MAIN,BUCKLIN,67834,Rural,706,"19,513","1,249,395",109,"1,244"
KS0293,PROTECTION TOWNSHIP LIBRARY,404 NORTH BROADWAY,PROTECTION,67127,Rural,648,"8,972","397,449",141,150
KS0294,JETMORE PUBLIC LIBRARY,310 MAIN STREET,JETMORE,67854,Rural,784,"8,355","397,449",85,993
KS0295,ASHLAND LIBRARY,604 MAIN,ASHLAND,67831,Rural,759,"17,698","397,449",380,"1,337"
KS0296,MONTEZUMA TOWNSHIP LIBRARY,309 N. AZTEC,MONTEZUMA,67867,Rural,"1,543","16,558","397,449",49,"1,019"
KS0297,PLAINS COMMUNITY LIBRARY,500 GRAND AVE.,PLAINS,67869,Rural,"1,373","17,715","1,257,615",262,823
KS0298,DUDLEY TOWNSHIP LIBRARY,105 SEQUOYAH STREET,SATANTA,67870,Rural,"1,341","17,767","397,449",448,"1,179"
KS0299,CIMARRON CITY LIBRARY,120 NORTH MAIN,CIMARRON,67835,Rural,"1,937","26,588","1,338,810",639,"2,317"
KS0300,HAMILTON COUNTY PUBLIC LIBRARY,102 W. AVE C,SYRACUSE,67878,Rural,"2,430","12,270","397,449",411,"1,035"
KS0301,COLDWATER-WILMORE REGIONAL LIBRARY,221 E.MAIN,COLDWATER,67029,Rural,"1,033","11,893","397,449",59,65
KS0302,MEADE PUBLIC LIBRARY,104 E. WEST PLAINS,MEADE,67864,Rural,"1,439","25,657","397,449",615,"2,074"
KS0303,HASKELL TOWNSHIP LIBRARY,300 EASY STREET,SUBLETTE,67877,Rural,"2,536","26,841","397,449",927,557
KS0304,GREELEY COUNTY PUBLIC LIBRARY,517 BROADWAY,TRIBUNE,67879,Rural,"1,223","12,142","397,449",148,"1,323"
KS0305,KINSLEY,208 E. 8TH ST.,KINSLEY,67547,Rural,"1,374","26,768","397,449",797,"2,496"
KS0306,NESS CITY PUBLIC LIBRARY,113 SOUTH IOWA,NESS CITY,67560,Rural,"1,322","12,386","397,449",339,"1,154"
KS0307,STANTON COUNTY PUBLIC LIBRARY,103 E SHERMAN,JOHNSON,67855,Rural,"1,963","21,291","397,449",673,"2,049"
KS0308,DIGHTON/LANE COUNTY LIBRARY,144 SOUTH LANE,DIGHTON,67839,Rural,"1,556","23,092","397,449",52,20
KS0309,WICHITA COUNTY LIBRARY,208 SOUTH FOURTH,LEOTI,67861,Rural,"2,064","19,320","397,449",250,711
KS0310,ELKHART/MORTON COUNTY LIBRARY,410 KANSAS,ELKHART,67950,Rural,"2,599","51,257","397,449","1,100","4,578"
KS0311,KEARNY COUNTY LIBRARY,101 E. PRAIRIE,LAKIN,67860,Rural,"3,855","31,824","481,528","2,139","2,990"
KS0312,STEVENS COUNTY LIBRARY,500 MONROE,HUGOTON,67951,Town,"5,077","36,090","397,449","3,851","6,081"
KS0313,SCOTT COUNTY LIBRARY,110 W. 8TH ST.,SCOTT CITY,67871,Town,"5,014","40,370","397,449","2,630","1,320"
KS0314,GRANT COUNTY LIBRARY,215 E. GRANT AVE.,ULYSSES,67880,Town,"7,197","63,724","397,449","4,900","4,931"
KS0315,LIBERAL MEMORIAL LIBRARY,519 N. KANSAS AVENUE,LIBERAL,67901,Town,"19,274","48,392","1,253,067","2,121","4,180"
KS0316,DODGE CITY PUBLIC LIBRARY,1001 N. SECOND AVE,DODGE CITY,67801,Town,"27,422","65,185","481,528","4,210","7,036"
KS0317,FINNEY COUNTY PUBLIC LIBRARY,605 E WALNUT,GARDEN CITY,67846,Town,"37,650","64,224","1,285,277","4,009","11,609"
KS0318,VERMILLION PUBLIC LIBRARY,102 1/2 MAIN STREET,VERMILLION,66544,Rural,78,"2,125","780,274",91,621
KS0320,BERN COMMUNITY LIBRARY,405 MAIN ST,WASHINGTON TOWNSH,66408,Rural,385,"10,456","1,244,434",800,"1,332"
KS0321,SELDEN PUBLIC LIBRARY,109 S. KANSAS AVENUE,SELDEN,67757,Rural,181,"2,648","1,334,861",0,120
KS0323,ARMA CITY LIBRARY,508 E. WASHINGTON STREET,ARMA,66712,Rural,"1,399","9,191","1,264,255",118,"1,905"
KS0326,GARDEN PLAIN COMMUNITY LIBRARY,421 AVE B,GARDEN PLAIN,67050,Rural,943,"6,759","397,449",115,834
KS0340,ROSE HILL PUBLIC LIBRARY,306 N ROSE HILL RD,ROSE HILL,67133,Town,"4,294","11,727","481,528",214,"1,051"
KS0341,WILLIAMSBURG COMMUNITY LIBRARY,107 S. LOUISA,WILLIAMSBURG,66095,Rural,386,"14,434","1,244,434",86,"1,967"
KS0342,RILEY CITY LIBRARY,115 S. BROADWAY ST,RILEY,66531,Rural,934,"4,121","481,528",110,519
KS0344,POMONA COMMUNITY LIBRARY,115 E. FRANKLIN ST,POMONA,66076,Rural,890,"7,991","1,244,434",0,"1,721"
KS8001,HILLCREST LIBRARY,408 BAIRD STREET,CUBA,66940,Rural,584,"7,154","481,528",184,420
KS8002,BECK-BOOKMAN LIBRARY,420 WEST 4TH,HOLTON,66436,Town,"3,373","21,607","1,244,434",951,"2,508"
KS8003,LURAY CITY LIBRARY,119 N. MAIN,LURAY,67649,Rural,165,"2,551","481,528",14,716
KS8004,PARK CITY PUBLIC LIBRARY,2107 E. 61ST ST. N.,PARK CITY,67219,Suburban,"8,656","24,726","481,528",561,"2,913"
KS8006,ANDALE DISTRICT LIBRARY,328 MAIN ST,ANDALE,67001,Rural,"1,972","20,626","397,449",60,"1,086"
KS8007,MCLOUTH PUBLIC LIBRARY,215 SOUTH UNION,MCLOUTH,66054,Rural,848,"3,554","1,243,934",20,775
KS8008,LANSING COMMUNITY LIBRARY,730 1ST TERRACE,LANSING,66043,Town,"11,187","19,146","1,328,513",317,"3,721"
KS8009,LONGTON PUBLIC LIBRARY,512A KANSAS AVE,LONGTON,67352,Rural,281,"3,073","397,449",68,332
KS8010,KINCAID COMMUNITY LIBRARY,500 5TH AVENUE,KINCAID,66039,Rural,341,"2,444","1,264,255",22,873
KY0001,ADAIR COUNTY PUBLIC LIBRARY,307 GREENSBURG STREET,COLUMBIA,42728,Town,"19,067","41,604","204,278",580,727
KY0002,ALLEN COUNTY PUBLIC LIBRARY,106 WEST PUBLIC SQUARE,SCOTTSVILLE,42164,Town,"21,275","24,361","719,091",663,"2,874"
KY0003,ANDERSON COUNTY PUBLIC LIBRARY,114 NORTH MAIN STREET,LAWRENCEBURG,40342,Town,"24,224","47,395","204,682","2,618","5,569"
KY0005,MARY WOOD WELDON MEMORIAL PUBLIC LIBRARY,1530 SOUTH GREEN STREET,GLASGOW,42141,Town,"44,854","41,207","206,257","2,165","2,087"
KY0006,BATH COUNTY MEMORIAL LIBRARY,24 WEST MAIN STREET,OWINGSVILLE,40360,Rural,"12,829","26,023","204,278",376,"3,746"
KY0007,BELL COUNTY PUBLIC LIBRARY SYSTEM,126 SOUTH 20TH STREET,MIDDLESBORO,40965,Town,"23,568","56,519","204,278","1,916","5,485"
KY0008,BOONE COUNTY PUBLIC LIBRARY DISTRICT,1786 BURLINGTON PIKE,BURLINGTON,41005,Suburban,"139,093","270,453","206,702","26,627","42,587"
KY0009,PARIS-BOURBON COUNTY LIBRARY,701 HIGH STREET,PARIS,40361,Town,"20,093","62,377","204,576","3,055","5,248"
KY0010,BOYD COUNTY PUBLIC LIBRARY,1740 CENTRAL AVENUE,ASHLAND,41101,City,"48,110","140,360","286,047","15,230","43,490"
KY0011,BOYLE COUNTY PUBLIC LIBRARY,307 WEST BROADWAY,DANVILLE,40422,Town,"30,904","103,471","267,675","5,391","8,278"
KY0012,BREATHITT COUNTY PUBLIC LIBRARY,1024 COLLEGE AVENUE,JACKSON,41339,Town,"13,351","34,267","204,278",271,"3,798"
KY0013,BRECKINRIDGE COUNTY PUBLIC LIBRARY,308 OLD HIGHWAY 60,HARDINSBURG,40143,Rural,"20,943","79,295","207,766","4,016","9,337"
KY0014,BULLITT COUNTY LIBRARY DISTRICT,740 CONESTOGA PARKWAY,SHEPHERDSVILLE,40165,Suburban,"83,836","138,743","204,278","5,501","26,117"
KY0015,BUTLER COUNTY PUBLIC LIBRARY,116 WEST OHIO STREET,MORGANTOWN,42261,Rural,"12,295","33,614","209,583",250,"1,335"
KY0016,GEORGE COON PUBLIC LIBRARY,114 SOUTH HARRISON STREET,PRINCETON,42445,Town,"12,570","32,578","204,278",629,773
KY0017,CALLOWAY COUNTY PUBLIC LIBRARY,710 MAIN STREET,MURRAY,42071,Town,"37,685","92,328","208,035",163,"2,424"
KY0018,CAMPBELL COUNTY PUBLIC LIBRARY DISTRICT,3920 ALEXANDRIA PIKE,COLD SPRING,41076,Suburban,"93,300","148,755","230,435","15,112","27,378"
KY0019,CARROLL COUNTY PUBLIC LIBRARY DISTRICT,136 COURT STREET,CARROLLTON,41008,Town,"10,938","27,772","288,264",770,"5,985"
KY0020,CASEY COUNTY PUBLIC LIBRARY,238 MIDDLEBURG STREET,LIBERTY,42539,Rural,"15,920","59,585","204,278",512,"2,312"
KY0021,HOPKINSVILLE-CHRISTIAN COUNTY PUBLIC LIBRARY,1101 BETHEL STREET,HOPKINSVILLE,42240,Town,"73,037","81,602","204,278","2,038","11,319"
KY0022,CLARK COUNTY PUBLIC LIBRARY,370 SOUTH BURNS AVENUE,WINCHESTER,40391,Town,"37,061","94,303","180,192","5,597","15,043"
KY0023,CLAY COUNTY PUBLIC LIBRARY,211 BRIDGE STREET,MANCHESTER,40962,Town,"19,913","41,298","861,219",985,"1,647"
KY0024,CLINTON COUNTY PUBLIC LIBRARY,302 KING DRIVE,ALBANY,42602,Rural,"9,123","24,160","944,067","1,178","1,600"
KY0025,CRITTENDEN COUNTY PUBLIC LIBRARY,204 WEST CARLISLE STREET,MARION,42064,Town,"8,981","18,991","207,700","1,369","1,500"
KY0026,CUMBERLAND COUNTY PUBLIC LIBRARY,114 HILL STREET,BURKESVILLE,42717,Rural,"5,946","25,163","890,414",466,"3,488"
KY0027,DAVIESS COUNTY PUBLIC LIBRARY DISTRICT,2020 FREDERICA STREET,OWENSBORO,42301,City,"103,222","142,051","204,278","8,690","20,124"
KY0028,EDMONSON COUNTY PUBLIC LIBRARY,280 FERGUSON STREET,BROWNSVILLE,42210,Rural,"12,269","33,420","218,371","1,314","5,726"
KY0029,ELLIOTT COUNTY PUBLIC LIBRARY,207 SOUTH KY 7,SANDY HOOK,41171,Rural,"7,293","19,629",0,472,"2,215"
KY0030,ESTILL COUNTY PUBLIC LIBRARY,184 BROADWAY STREET,IRVINE,40336,Town,"14,044","33,903","204,278","1,075","3,110"
KY0031,LEXINGTON PUBLIC LIBRARY,140 EAST MAIN STREET,LEXINGTON,40507,City,"320,347","370,283","71,086","11,611","42,082"
KY0032,FLEMING COUNTY PUBLIC LIBRARY,202 BYPASS BOULEVARD,FLEMINGSBURG,41041,Rural,"15,288","36,106","204,278","1,659","1,757"
KY0033,FLOYD COUNTY LIBRARY,161 NORTH ARNOLD AVENUE,PRESTONSBURG,41653,Town,"34,978","64,754","204,278","3,982","11,750"
KY0034,FRANKLIN COUNTY DISTRICT PUBLIC LIBRARY,319 WAPPING STREET,FRANKFORT,40601,Town,"51,607","141,500","204,278","6,362","16,095"
KY0035,FULTON COUNTY PUBLIC LIBRARY,312 MAIN STREET,FULTON,42041,Town,"6,382","38,714",0,"2,151","6,143"
KY0037,GARRARD COUNTY PUBLIC LIBRARY,101 LEXINGTON STREET,LANCASTER,40444,Town,"17,589","32,761","204,278",482,"2,250"
KY0038,GRANT COUNTY PUBLIC LIBRARY DISTRICT,201 BARNES ROAD,WILLIAMSTOWN,41097,Rural,"25,502","43,695","272,026","2,462","3,410"
KY0039,GRAVES COUNTY PUBLIC LIBRARY,601 NORTH 17TH STREET,MAYFIELD,42066,Town,"36,412","54,799","206,526","1,422","4,636"
KY0040,GRAYSON COUNTY PUBLIC LIBRARY,163 CARROLL GIBSON BLVD,LEITCHFIELD,42754,Rural,"26,631","46,689","204,278","1,802","2,746"
KY0041,GREEN COUNTY PUBLIC LIBRARY,112 WEST COURT STREET,GREENSBURG,42743,Rural,"11,365","24,628","194,676",660,"2,769"
KY0042,GREENUP COUNTY PUBLIC LIBRARY,508 MAIN STREET,GREENUP,41144,Suburban,"35,403","125,479","205,740","8,090","26,856"
KY0043,HANCOCK COUNTY PUBLIC LIBRARY,1210 MADISON STREET,HAWESVILLE,42348,Rural,"9,021","39,066","204,391","1,421","6,241"
KY0044,HARDIN COUNTY PUBLIC LIBRARY,100 JIM OWEN DRIVE,ELIZABETHTOWN,42701,City,"111,862","98,513","205,311","2,884","3,007"
KY0045,HARLAN COUNTY PUBLIC LIBRARY,107 N. 3RD ST.,HARLAN,40831,Town,"25,662","145,104","204,278","2,650","11,037"
KY0046,CYNTHIANA-HARRISON COUNTY PUBLIC LIBRARY,104 NORTH MAIN STREET,CYNTHIANA,41031,Town,"19,103","25,799","204,278","1,157","4,143"
KY0047,HART COUNTY PUBLIC LIBRARY,500 EAST UNION STREET,MUNFORDVILLE,42765,Rural,"19,600","60,887","204,278",986,"4,758"
KY0048,HENDERSON COUNTY PUBLIC LIBRARY,101 SOUTH MAIN STREET,HENDERSON,42420,Suburban,"44,046","104,458","220,445","5,016","15,234"
KY0049,HENRY COUNTY PUBLIC LIBRARY,280 EAST BROADWAY,EMINENCE,40019,Rural,"15,771","29,202","204,278",676,"5,895"
KY0050,HICKMAN COUNTY MEMORIAL LIBRARY,110 CRAIG LN,CLINTON,42031,Rural,"4,422","11,050",0,0,325
KY0051,HOPKINS COUNTY-MADISONVILLE PUBLIC LIBRARY,425 EAST CENTER STREET,MADISONVILLE,42431,Town,"44,812","44,765","204,301","1,116","4,369"
KY0052,JACKSON COUNTY PUBLIC LIBRARY,338 NORTH MAIN STREET,MCKEE,40447,Rural,"12,973","21,392","204,278",777,"1,487"
KY0053,LOUISVILLE FREE PUBLIC LIBRARY,301 YORK STREET,LOUISVILLE,40203,City,"773,399","1,105,539","131,742","85,246","55,204"
KY0054,JESSAMINE COUNTY PUBLIC LIBRARY,600 SOUTH MAIN STREET,NICHOLASVILLE,40356,Town,"54,254","138,787","204,418","8,778","14,326"
KY0055,JOHNSON COUNTY PUBLIC LIBRARY,444 MAIN STREET,PAINTSVILLE,41240,Town,"22,244","47,301","243,871","2,155","3,200"
KY0056,KENTON COUNTY PUBLIC LIBRARY,3095 HULBERT AVE.,ERLANGER,41018,Suburban,"170,313","357,578","190,000","16,632","36,868"
KY0057,KNOTT COUNTY PUBLIC LIBRARY,238 HIGHWAY 160 SOUTH,HINDMAN,41822,Rural,"13,874",857,0,0,0
KY0058,KNOX COUNTY PUBLIC LIBRARY,206 KNOX STREET,BARBOURVILLE,40906,Town,"29,791","110,443","204,278","2,692","13,784"
KY0059,LARUE COUNTY PUBLIC LIBRARY,215 LINCOLN DRIVE,HODGENVILLE,42748,Rural,"15,163","40,469","204,278",610,"3,797"
KY0060,LAUREL COUNTY PUBLIC LIBRARY,120 COLLEGE PARK DRIVE,LONDON,40741,Town,"62,885","247,858","204,278","11,733","12,592"
KY0061,LAWRENCE COUNTY PUBLIC LIBRARY,102 WEST MAIN ST.,LOUISA,41230,Town,"16,109","24,976","204,278",440,"1,230"
KY0062,LEE COUNTY PUBLIC LIBRARY,255 INDUSTRIAL PARK ROAD,BEATTYVILLE,41311,Rural,"7,261","27,929","204,278",689,"3,280"
KY0063,LESLIE COUNTY PUBLIC LIBRARY,22065 MAIN STREET,HYDEN,41749,Rural,"10,093","100,180","231,007","2,332","15,601"
KY0064,LETCHER COUNTY PUBLIC LIBRARY DISTRICT,220 MAIN STREET,WHITESBURG,41858,Rural,"20,893","75,298","204,278",799,"8,742"
KY0065,LEWIS COUNTY PUBLIC LIBRARY,27 THIRD STREET,VANCEBURG,41179,Rural,"12,954","58,561","204,278",310,"5,608"
KY0066,LINCOLN COUNTY PUBLIC LIBRARY,201 LANCASTER STREET,STANFORD,40484,Town,"24,360","33,767","204,278",548,"9,443"
KY0067,LOGAN COUNTY PUBLIC LIBRARY,225 ARMORY DRIVE,RUSSELLVILLE,42276,Town,"27,877","31,707","204,278","1,551","6,291"
KY0068,LYON COUNTY PUBLIC LIBRARY,261 COMMERCE STREET,EDDYVILLE,42038,Rural,"9,101","28,390","204,278","1,129","3,798"
KY0069,MADISON COUNTY PUBLIC LIBRARY,507 WEST MAIN STREET,RICHMOND,40475,Town,"95,187","90,639","205,096","3,918","15,708"
KY0070,MAGOFFIN COUNTY PUBLIC LIBRARY,172 SOUTH CHURCH STREET,SALYERSVILLE,41465,Rural,"11,357","20,580","200,232",819,608
KY0071,MARION COUNTY PUBLIC LIBRARY,201 EAST MAIN STREET,LEBANON,40033,Town,"19,775","29,856","204,278","1,362","1,850"
KY0072,MARSHALL COUNTY PUBLIC LIBRARY,1150 BIRCH STREET,BENTON,42025,Town,"31,777","182,201","402,296","5,738","26,120"
KY0073,MARTIN COUNTY PUBLIC LIBRARY SYSTEM,387 E MAIN STREET,INEZ,41224,Rural,"11,095","52,897","194,675","1,150","3,331"
KY0074,MASON COUNTY PUBLIC LIBRARY,218 EAST THIRD STREET,MAYSVILLE,41056,Town,"16,930","35,576","205,442","1,893","4,951"
KY0075,MCCRACKEN COUNTY PUBLIC LIBRARY,555 WASHINGTON STREET,PADUCAH,42003,Town,"67,490","97,051","204,278","4,400","33,852"
KY0077,MEADE COUNTY PUBLIC LIBRARY,996 OLD EKRON ROAD,BRANDENBURG,40108,Rural,"30,001","51,490","204,278","4,540","6,952"
KY0078,MENIFEE COUNTY PUBLIC LIBRARY,1585 MAIN STREET,FRENCHBURG,40322,Rural,"6,250","24,517",0,507,"6,200"
KY0079,MERCER COUNTY PUBLIC LIBRARY,109 WEST LEXINGTON STREET,HARRODSBURG,40330,Town,"22,902","69,336","204,278","4,437","8,254"
KY0080,METCALFE COUNTY PUBLIC LIBRARY,200 SOUTH MAIN STREET,EDMONTON,42129,Rural,"10,370","27,017","1,033,654",288,"3,796"
KY0081,WILLIAM B. HARLAN MEMORIAL LIBRARY,500 WEST FOURTH STREET,TOMPKINSVILLE,42167,Rural,"11,355","24,105","220,384",272,"2,032"
KY0082,MT. STERLING-MONTGOMERY COUNTY LIBRARY,328 NORTH MAYSVILLE STREET,MOUNT STERLING,40353,Town,"28,367","64,763","204,278","1,160","9,306"
KY0083,MORGAN COUNTY PUBLIC LIBRARY,151 UNIVERSITY DRIVE,WEST LIBERTY,41472,Rural,"14,120","25,978","204,278",395,"1,347"
KY0085,NELSON COUNTY PUBLIC LIBRARY,201 CATHEDRAL MANOR,BARDSTOWN,40004,Town,"47,392","101,025","204,728","5,113","6,765"
KY0086,NICHOLAS COUNTY PUBLIC LIBRARY,223 NORTH BROADWAY,CARLISLE,40311,Rural,"7,805","20,737","204,278",308,"1,074"
KY0087,OHIO COUNTY PUBLIC LIBRARY,413 SOUTH MAIN STREET,HARTFORD,42347,Town,"23,527","50,961","195,869","2,618","6,265"
KY0088,OLDHAM COUNTY PUBLIC LIBRARY,308 YAGER AVENUE,LAGRANGE,40031,Suburban,"69,431","78,070","204,278","3,473","7,448"
KY0089,OWEN COUNTY PUBLIC LIBRARY,1370 HIGHWAY 22 EAST,OWENTON,40359,Rural,"11,290","32,408","204,278","1,926","1,850"
KY0090,OWSLEY COUNTY PUBLIC LIBRARY,185 NEW HIGHWAY 11,BOONEVILLE,41314,Rural,"3,929","24,404",0,251,"3,917"
KY0091,PENDLETON COUNTY PUBLIC LIBRARY,801 ROBBINS AVENUE,FALMOUTH,41040,Rural,"14,676","28,445","204,278","5,358","4,876"
KY0092,PERRY COUNTY PUBLIC LIBRARY,289 BLACK GOLD BOULEVARD,HAZARD,41701,Town,"27,361","51,861","214,388","5,463","10,369"
KY0093,PIKE COUNTY PUBLIC LIBRARY DISTRICT,119 COLLEGE STREET SUITE 3,PIKEVILLE,41501,Town,"56,286","271,094","991,124","7,656","24,418"
KY0094,POWELL COUNTY PUBLIC LIBRARY,725 BRECKINRIDGE STREET,STANTON,40380,Town,"13,083","22,922","204,278",0,"1,692"
KY0095,PULASKI COUNTY PUBLIC LIBRARY,304 SOUTH MAIN STREET,SOMERSET,42501,Town,"65,795","111,025","204,278","2,388",183
KY0097,ROCKCASTLE COUNTY PUBLIC LIBRARY,60 FORD DRIVE,MOUNT VERNON,40456,Town,"16,242","25,181","204,278",564,597
KY0098,ROWAN COUNTY PUBLIC LIBRARY,175 BEACON HILL DRIVE,MOREHEAD,40351,Rural,"24,388","65,423","204,278","5,812","10,123"
KY0099,RUSSELL COUNTY PUBLIC LIBRARY,535 NORTH MAIN STREET,JAMESTOWN,42629,Rural,"18,178","32,918","204,278",339,"1,454"
