TICKER,DATE,OPEN,HIGH,LOW,CLOSE,VOL
AACB.US,20260323,10.34,10.38,10.33,10.33,104372
AACBR.US,20260323,0.335,0.335,0.335,0.335,1506
AACG.US,20260323,0.9851,1.03,0.92,0.9724,14094
AACIU.US,20260323,9.99,9.99,9.98,9.98,1571
AACOU.US,20260323,9.945,9.95,9.945,9.95,1931
AAL.US,20260323,11.14,11.335,10.75,10.81,77753635
AAME.US,20260323,2.53,2.53,2.42,2.52,7460
AAOI.US,20260323,90,96.09,84.92,95.76,10729826
AAON.US,20260323,82.52,84.4,79.98,80.29,653850
AAPG.US,20260323,21.36,22.32,21.16,22.32,14172
AAPL.US,20260323,253.97,254.6,250.28,251.49,40546109
AARD.US,20260323,4.06,4.17,4.01,4.065,214040
ABAT.US,20260323,2.95,2.99,2.84,2.9,3191944
ABCB.US,20260323,75.86,77.18,74.73,75.76,561196
ABCL.US,20260323,3.4,3.51,3.36,3.37,2358659
ABEO.US,20260323,4.5,4.54,4.3,4.42,1623249
ABLVW.US,20260323,0.0198,0.0198,0.016601,0.016601,894
ABNB.US,20260323,130.29,134.03,129.98,132.59,3568357
ABNG.US,20260323,16.5,16.5,16.32,16.3815,1528
ABOS.US,20260323,2.73,2.805,2.63,2.71,588287
ABSI.US,20260323,3,3.04,2.855,2.93,3813279
ABTC.US,20260323,0.98,0.998,0.9361,0.965,9445050
ABTS.US,20260323,2.43,2.53,2.402,2.53,6081
ABUS.US,20260323,4.36,4.6,4.24,4.42,7626047
ABVC.US,20260323,1.3123,1.3199,1.212,1.23,53208
ABVE.US,20260323,0.8901,1.02,0.86,0.88,12277638
ABVEW.US,20260323,0.2499,0.35,0.2499,0.283,37803
ABVX.US,20260323,120.63,123,115.01,115.42,1288417
ABX.US,20260323,9.2,9.45,9.04,9.07,697301
ABXL.US,20260323,25.03,25.13,24.9301,25.01,36424
ACAAU.US,20260323,10.08,10.08,10.04,10.08,7831
ACAD.US,20260323,21.32,21.51,20.94,20.99,1414578
ACB.US,20260323,3.31,3.365,3.2525,3.31,564162
ACCL.US,20260323,1.37,1.38,1.33,1.34,28663
ACDC.US,20260323,6.31,6.41,6.08,6.2,1593150
ACET.US,20260323,6.82,6.9169,6.485,6.66,160384
ACFN.US,20260323,18.44,19.17,18.015,18.99,37443
ACGL.US,20260323,93.68,94.43,92.85,93.66,1927919
ACGLN.US,20260323,16.725,16.76,16.522,16.67,24840
ACGLO.US,20260323,19.8014,19.9,19.71,19.71,19443
ACHC.US,20260323,22.96,23.41,22.74,23.18,3504445
ACHV.US,20260323,4.1,4.1488,3.89,4.05,568647
ACIC.US,20260323,11.25,11.47,11.15,11.36,152260
ACIU.US,20260323,2.88,3.0128,2.8,2.88,122019
ACIW.US,20260323,40.47,41.08,39.93,40.89,748100
ACLS.US,20260323,86.5,88,85.15,85.77,477825
ACLX.US,20260323,114.69,114.78,114.47,114.6,1958280
ACMR.US,20260323,45.01,46.45,44.46,44.83,757439
ACNB.US,20260323,47.13,47.77,46.79,47.25,67933
ACNT.US,20260323,12.41,12.66,12.22,12.6,234064
ACOG.US,20260323,5.85,6.1,5.76,5.8,49889
ACON.US,20260323,3.2,3.24,3.06,3.12,19458
ACONW.US,20260323,0.0375,0.041,0.0375,0.0409,300
ACRS.US,20260323,3.72,3.745,3.5,3.58,2036286
ACRV.US,20260323,1.65,1.69,1.59,1.6,409861
ACT.US,20260323,40.93,41.32,40.32,40.35,265232
ACTG.US,20260323,4.9,4.97,4.86,4.91,227971
ACTU.US,20260323,2.4,2.47,2.31,2.44,40585
ACXP.US,20260323,5.51,5.59,4.43,4.525,725790
ADAC.US,20260323,9.92,9.92,9.92,9.92,101
ADACU.US,20260323,9.99,9.99,9.9502,9.9502,200
ADAG.US,20260323,3.52,3.99,3.452,3.92,154016
ADAM.US,20260323,7.5,7.64,7.41,7.48,1055128
ADAMG.US,20260323,24.3,24.37,24.1,24.18,83319
ADAMH.US,20260323,24.9,25.2999,24.49,25.01,113364
ADAMI.US,20260323,24.25,24.585,24.07,24.3499,50719
ADAML.US,20260323,23.46,23.51,23.44,23.51,9194
ADAMM.US,20260323,24.51,24.705,24.35,24.4,32265
ADAMN.US,20260323,22,22.195,21.9,22.12,8458
ADAMO.US,20260323,24.51,24.785,24.23,24.33,89208
ADAMZ.US,20260323,18.92,18.94,18.88,18.89,2826
ADBE.US,20260323,248.945,251.0175,246.22,247.64,4080460
ADEA.US,20260323,23.39,24.71,23.23,24.49,1505370
ADGM.US,20260323,1.12,1.14,1.0601,1.13,27466
ADI.US,20260323,315.48,317.5299,311.705,312.19,3495639
ADIL.US,20260323,1.91,1.95,1.81,1.84,48024
ADMA.US,20260323,14.67,14.84,13.57,13.59,5386888
ADP.US,20260323,209.58,211.73,208.01,209.71,3822656
ADPT.US,20260323,14,14.12,13.57,13.66,1274969
ADSE.US,20260323,10.6625,10.835,10.535,10.535,3186
ADSEW.US,20260323,0.4999,0.6381,0.4999,0.566686,19724
ADSK.US,20260323,248.29,251.06,244.73,247.44,2658185
ADTN.US,20260323,11.68,12.175,11.465,12.07,1711207
ADTX.US,20260323,1.29,1.32,1.03,1.08,206506
ADUR.US,20260323,11,11.04,10.5,10.87,371224
ADUS.US,20260323,100.475,102.19,99.67,99.78,352836
ADV.US,20260323,0.78,0.8147,0.7594,0.7824,491526
ADVB.US,20260323,4.05,4.1999,3.955,4.18,12670
ADXN.US,20260323,5.945,6.25,5.875,6.2197,6822
AEAQ.US,20260323,9.9,9.94,9.87,9.88,816020
AEAQW.US,20260323,0.28,0.35,0.28,0.305,2445
AEBI.US,20260323,10.2,10.74,9.87,9.93,621121
AEC.US,20260323,5.25,5.4,5,5.38,71292
AEHL.US,20260323,1.56,1.68,1.52,1.66,203876
AEHR.US,20260323,36.26,37.8,33.69,37.15,1757699
AEI.US,20260323,1.9,1.9882,1.8001,1.95,20281
AEIS.US,20260323,326.69,339.5,324.9101,329.78,647592
AEMD.US,20260323,2.22,2.365,2.16,2.3,44264
AENT.US,20260323,6.7,7.67,6.7,7.35,56866
AENTW.US,20260323,0.74,0.77,0.69,0.77,52013
AEP.US,20260323,126.79,128.91,125.85,127.92,4406981
AERT.US,20260323,0.301,0.32915,0.3,0.328,425271
AEVA.US,20260323,14.3,15.89,13.98,15.38,1515660
AEYE.US,20260323,5.61,5.85,5.5201,5.67,200661
AFBI.US,20260323,18.72,19.26,18.72,19.26,4018
AFCG.US,20260323,2.64,2.71,2.58,2.71,206433
AFJK.US,20260323,29.7,29.7,27.12,27.12,3684
AFJKR.US,20260323,0.3172,0.36,0.3172,0.36,431
AFRI.US,20260323,9.64,9.8,9.44,9.6,25067
AFRIW.US,20260323,0.6666,0.688,0.6295,0.6295,300
AFRM.US,20260323,45.56,46.63,45.03,46.16,5351690
AFYA.US,20260323,14.95,15.26,14.74,15.16,119747
AGAE.US,20260323,0.2839,0.2948,0.2744,0.2948,407704
AGBK.US,20260323,8.84,9.37,8.84,9.18,495269
AGCC.US,20260323,14.5,18.11,14.3101,15.2,252003
AGEN.US,20260323,3.78,3.86,3.62,3.69,303759
AGH.US,20260323,4.77,4.96,4.29,4.33,878114
AGIO.US,20260323,28.19,28.6999,27.67,28.11,811882
AGMB.US,20260323,12.33,13.2338,12.1,12.25,107537
AGMH.US,20260323,1.11,1.11,1.02,1.04,34654
AGNC.US,20260323,9.945,10.14,9.87,10.01,35661562
AGNCL.US,20260323,25.11,25.11,24.78,25.05,37878
AGNCM.US,20260323,24.625,24.79,24.5,24.63,12973
AGNCN.US,20260323,25.4,25.4599,25.4,25.4,21443
AGNCO.US,20260323,25.18,25.25,25.16,25.2,20325
AGNCP.US,20260323,24.71,24.85,24.627,24.75,33616
AGNCZ.US,20260323,25.25,25.4,25.06,25.12,242337
AGPU.US,20260323,1.75,1.775,1.5825,1.63,39969
AGRZ.US,20260323,0.48,0.5486,0.47,0.4949,1808700
AGYS.US,20260323,72.15,74.3,71.87,72.49,286445
AHCO.US,20260323,10.11,10.6299,10.01,10.37,1598282
AHG.US,20260323,2.43,2.43,2.2843,2.4,176047
AHMA.US,20260323,6.24,8.4699,1.08,2.24,37263162
AIDX.US,20260323,2.08,2.1004,1.86,1.99,63082
AIFF.US,20260323,1.91,2.4099,1.85,1.88,20090251
AIFU.US,20260323,1.6501,1.6899,1.62,1.62,7752
AIHS.US,20260323,1.5,1.57,1.5,1.51,26755
AIIO.US,20260323,0.113,0.113,0.09,0.0968,6046380
AIIOW.US,20260323,0.022,0.0309,0.022,0.0309,2161
AIMD.US,20260323,1.45,1.7,1.45,1.6,46196
AIMS.US,20260323,23.77,23.77,23.6982,23.6982,3952
AIOS.US,20260323,0.63,0.69,0.6011,0.6021,18081
AIOT.US,20260323,2.91,2.94,2.79,2.87,2913821
AIP.US,20260323,15.51,16.44,15.47,16.02,404139
AIRE.US,20260323,0.2983,0.3066,0.2937,0.3047,720835
AIRG.US,20260323,4.66,5.407,4.4783,5.15,186257
AIRJ.US,20260323,3.14,3.25,3.0601,3.2,415460
AIRJW.US,20260323,0.77,0.77,0.701999,0.76,6003
AIRO.US,20260323,9.23,9.82,9,9.75,565600
AIRS.US,20260323,2.74,3.2,2.5501,2.78,3800272
AIRTP.US,20260323,19.5,19.5,19.22,19.22,1767
AISP.US,20260323,2.51,2.59,2.365,2.38,639330
AISPW.US,20260323,0.8522,0.925,0.71,0.766,47342
AIXC.US,20260323,1.25,1.3799,1.25,1.36,70654
AIXI.US,20260323,0.127,0.135,0.1106,0.1292,948210
AKAM.US,20260323,110.495,115.2,109.5,114.43,5913869
AKAN.US,20260323,0.7812,0.8824,0.7812,0.8351,84484
AKBA.US,20260323,1.43,1.45,1.39,1.4,1946782
AKTS.US,20260323,17.9,19.18,17.82,18.18,583656
AKTX.US,20260323,0.142,0.1456,0.13,0.145,351672
ALAB.US,20260323,117.5,125.1,117.37,123.87,4051721
ALAR.US,20260323,6.06,6.44,6.06,6.16,60022
ALBG.US,20260323,12.82,13.7694,12.82,13.2037,9112
ALBT.US,20260323,0.559,0.6998,0.522,0.6201,345392
ALCO.US,20260323,38.75,39.4,38.5,39.19,34812
ALCY.US,20260323,11.83,11.83,11.7101,11.83,808
ALCYW.US,20260323,0.2006,0.2006,0.1511,0.1511,2080
ALDF.US,20260323,10.54,10.5401,10.54,10.54,1482
ALDFW.US,20260323,0.351,0.361,0.341,0.361,927
ALDX.US,20260323,1.88,2.32,1.8245,2.23,7071638
ALEC.US,20260323,2.11,2.16,2.035,2.06,408741
ALF.US,20260323,10.77,10.78,10.77,10.77,2792
ALFUU.US,20260323,11.09,11.09,10.832,10.96,301
ALFUW.US,20260323,0.1354,0.1841,0.1211,0.1841,1300
ALGM.US,20260323,31,31.9794,30.67,31.74,1593192
ALGN.US,20260323,177.93,182.16,176.36,180.86,1442494
ALGS.US,20260323,6.82,7.145,6.8,6.87,22678
ALGT.US,20260323,83.4,83.84,80.33,82.34,511554
ALHC.US,20260323,17.59,17.81,17.065,17.51,3619368
ALISR.US,20260323,0.55,0.55,0.5301,0.5301,51054
ALKS.US,20260323,28.48,28.74,27.66,27.71,2320759
ALKT.US,20260323,17.04,17.12,16.46,16.96,1324826
ALLO.US,20260323,2.14,2.6,2.13,2.44,11688884
ALLR.US,20260323,1.1,1.16,1.075,1.14,103356
ALLT.US,20260323,6.48,6.82,6.3416,6.71,307789
ALM.US,20260323,16.33,17.52,15.82,16.93,8763560
ALMS.US,20260323,24.81,25.56,22.96,23.36,2100303
ALMU.US,20260323,12.65,13.2593,11.91,12.98,736950
ALNT.US,20260323,62.14,64.52,61.76,63.32,184365
ALNY.US,20260323,320.77,323.23,304.38,306.66,1378963
ALOT.US,20260323,8.54,8.75,8.5,8.58,12783
ALOVU.US,20260323,9.97,9.98,9.97,9.98,1905
ALOVW.US,20260323,0.44,0.45,0.4021,0.45,30741
ALOY.US,20260323,12.29,12.35,10.56,11.58,2135993
ALPS.US,20260323,0.95,1.197,0.95,1.11,42672
ALRM.US,20260323,45.28,45.5026,44,45,438114
ALRS.US,20260323,23.92,24.26,23.52,24.01,146992
ALT.US,20260323,3.4,3.53,3.31,3.44,3449313
ALTI.US,20260323,3.37,3.6,3.305,3.5,164437
ALTO.US,20260323,4.19,4.27,4.03,4.13,1006062
ALTS.US,20260323,1.39,1.455,1.32,1.32,2000294
ALVO.US,20260323,3.54,3.54,3.31,3.33,878014
ALVOW.US,20260323,0.2502,0.2502,0.25,0.25,3140
ALXO.US,20260323,2.16,2.21,2.07,2.2,913536
ALZN.US,20260323,1.83,1.8899,1.8,1.86,36743
AMAL.US,20260323,38.48,39.15,38.09,38.17,191307
AMAT.US,20260323,367.82,374.25,361.45,361.79,6490661
AMBA.US,20260323,56.42,57.19,54.37,54.575,578154
AMBR.US,20260323,2.41,2.515,2.35,2.39,41182
AMCI.US,20260323,7.155,7.21,6.3,6.31,86896
AMCX.US,20260323,6.94,7.245,6.86,6.93,495229
AMD.US,20260323,206.395,209.109,201.71,202.68,31857752
AMGN.US,20260323,351.8,353.42,348.61,349.77,2368845
AMIX.US,20260323,0.459,0.459,0.4107,0.4389,45725
AMKR.US,20260323,46.725,47.75,45.46,46.12,4573288
AMLX.US,20260323,14.17,14.435,13.515,13.53,895867
AMOD.US,20260323,0.37,0.38245,0.347,0.36,434767
AMODW.US,20260323,0.0569,0.0569,0.0569,0.0569,5001
AMPG.US,20260323,2.61,2.65,2.535,2.56,419367
AMPGR.US,20260323,0.1002,0.1002,0.1,0.1,1968
AMPH.US,20260323,20.06,20.08,19.23,19.23,414859
AMPL.US,20260323,7.1,7.24,6.905,7.21,1646053
AMRN.US,20260323,14.74,14.85,14.32,14.6,27077
AMRX.US,20260323,12.19,12.26,11.885,11.92,1608499
AMSC.US,20260323,29.53,30.95,28.82,30.8,1547991
AMSF.US,20260323,32.75,33.455,32.36,33.1,241764
AMST.US,20260323,1.83,1.8399,1.795,1.8,15515
AMTX.US,20260323,2.7,2.82,2.61,2.7,1878704
AMWD.US,20260323,39.2,40.77,38.27,39.9,487368
AMYY.US,20260323,15.88,15.97,15.7901,15.8191,9734
AMZN.US,20260323,209.79,212.8,209.51,210.14,44277356
ANAB.US,20260323,62.83,65.2,62.01,62.72,413902
ANDE.US,20260323,67.39,68.495,66.5301,67.64,349932
ANEL.US,20260323,15.36,16.4,15.36,15.86,40393
ANGH.US,20260323,2.8,3.18,2.8,3.18,1533
ANGI.US,20260323,7.69,7.77,7.35,7.48,1310508
ANGO.US,20260323,10.66,10.925,10.5882,10.71,360999
ANIK.US,20260323,13.98,14.35,13.98,14.27,116377
ANIP.US,20260323,75.3578,75.95,73.81,73.92,246345
ANIX.US,20260323,2.735,2.84,2.52,2.61,115981
ANL.US,20260323,7.45,7.45,6.81,6.94,169336
ANNA.US,20260323,6.09,6.1,5.02,5.455,7951436
ANNAW.US,20260323,0.7628,0.7628,0.521,0.55,210357
ANNX.US,20260323,5.11,5.48,5.11,5.37,2008027
ANPA.US,20260323,8.69,8.69,8.06,8.55,24423
ANSC.US,20260323,11.21,11.29,11.21,11.25,1325
ANTX.US,20260323,3.87,3.9689,3.64,3.83,344941
ANV.US,20260323,24.73,24.73,24.5402,24.6191,1503
ANY.US,20260323,1.4,1.4,1.2821,1.37,163283
AOSL.US,20260323,21.5,22.03,21.345,21.86,262374
AOUT.US,20260323,8.31,8.6415,8.11,8.5,26809
APA.US,20260323,38.17,39.49,37.64,39.03,13956338
APAD.US,20260323,10.15,10.18,10.15,10.18,70954
APADR.US,20260323,0.4,0.4,0.4,0.4,192576
APC.US,20260323,18.55,18.68,17.94,18.12,101672
APEI.US,20260323,54.72,56.38,54.72,55.49,538151
APGE.US,20260323,77,81.4625,76.175,79.24,3485529
API.US,20260323,3.51,3.615,3.5,3.54,925228
APLD.US,20260323,26.415,27.65,26.16,27.26,14846988
APLM.US,20260323,17.889,18.245,17.8,17.8,3657
APLS.US,20260323,17.6,17.94,17.32,17.57,2408495
APM.US,20260323,1.1,1.34,0.9736,1.21,534388
APOG.US,20260323,33.06,33.365,32.37,32.78,877680
APP.US,20260323,445.93,473,445.77,458.95,4583452
APPF.US,20260323,167.8,168.68,164.575,166.97,416024
APPN.US,20260323,25.5,26.24,25.27,25.98,790967
APPS.US,20260323,3.15,3.235,3.09,3.14,1649761
APRE.US,20260323,0.7603,0.762,0.6607,0.6822,76946
APVO.US,20260323,4.54,4.595,4.46,4.49,31746
APWC.US,20260323,1.38,1.3813,1.34,1.37,12163
APXT.US,20260323,9.94,9.94,9.94,9.94,423
APXTU.US,20260323,10.1,10.18,10.1,10.18,389
APXTW.US,20260323,0.24,0.24,0.24,0.24,53854
APYX.US,20260323,3.62,4.08,3.62,3.98,305079
AQB.US,20260323,0.92,0.9496,0.910001,0.9285,22752
AQMS.US,20260323,4.48,4.48,4,4.14,42762
AQST.US,20260323,4.09,4.12,3.885,3.93,1344775
ARAI.US,20260323,0.847,0.878399,0.788,0.842,154062
ARAY.US,20260323,0.38,0.3923,0.3705,0.3794,841072
ARBB.US,20260323,4.535,4.71,4.3,4.41,12271
ARBE.US,20260323,0.69,0.7068,0.6673,0.69,1393748
ARBEW.US,20260323,0.066,0.08,0.0504,0.0702,4884
ARBK.US,20260323,2.93,2.99,2.82,2.94,12132
ARCB.US,20260323,90.72,94.42,90.32,92.03,400553
ARCC.US,20260323,18.085,18.4151,17.975,18.28,6539342
ARCI.US,20260323,9.94,9.94,9.85,9.86,4462
ARCIW.US,20260323,0.58,0.584,0.5303,0.55,62215
ARCT.US,20260323,6.765,6.96,6.64,6.87,584956
ARDX.US,20260323,5.44,5.505,5.275,5.31,3926854
AREC.US,20260323,2.58,2.7351,2.57,2.7,2731892
ARGX.US,20260323,684.98,692.9,678.67,681.85,391070
ARHS.US,20260323,7.09,7.12,6.815,6.84,886618
ARKO.US,20260323,5.17,5.37,5.12,5.35,2062146
ARKR.US,20260323,6.83,6.83,6.77,6.77,516
ARLP.US,20260323,27.71,28.15,27.3,27.95,403608
ARM.US,20260323,133.43,138.845,133.12,136.89,7959801
AROW.US,20260323,33.12,33.54,32.435,33.32,144840
ARQ.US,20260323,1.98,2.295,1.97,2.27,1633199
ARQQ.US,20260323,13.55,14.5,13.2,14.38,221580
ARQQW.US,20260323,0.1397,0.1397,0.1244,0.1388,2406
ARQT.US,20260323,22.92,23.46,22.12,22.29,1034263
ARRY.US,20260323,6.88,6.96,6.67,6.75,5109457
ARTC.US,20260323,9.8,9.81,9.8,9.8,252016
ARTL.US,20260323,7.72,8.6,6.41,7.66,497285
ARTNA.US,20260323,30.79,31.8773,30.5,31.45,81194
ARTV.US,20260323,5.25,5.4,5.08,5.37,83939
ARTW.US,20260323,2.18,2.2699,2.1496,2.26,12539
ARVN.US,20260323,11.21,11.21,10.32,10.32,912790
ARWR.US,20260323,57.16,58.64,56.24,56.67,2001297
ASBP.US,20260323,0.711,0.9258,0.6703,0.8694,348840
ASBPW.US,20260323,0.0225,0.0225,0.02,0.021,6267
ASCI.US,20260323,33.7805,33.7805,33.24,33.555,4652
ASLE.US,20260323,6.29,6.335,6.19,6.29,319857
ASMB.US,20260323,29.1,30.18,27.53,28.58,98567
ASML.US,20260323,1359.73,1400.39,1348.11,1369.62,1983247
ASMU.US,20260323,22.39,23.559,22.1,22.7398,51990
ASND.US,20260323,221.88,225.9,217.41,218.06,385975
ASNS.US,20260323,0.299,0.448,0.295,0.43,19180866
ASO.US,20260323,53.96,54.29,52.54,52.66,1297096
ASPC.US,20260323,10.96,10.96,10.96,10.96,1709
ASPCU.US,20260323,10.51,11.07,10.51,11.07,508
ASPI.US,20260323,4.55,4.89,4.3615,4.83,7862288
ASPS.US,20260323,6.5001,6.973442,6.3219,6.96,14077
ASPSW.US,20260323,0.45,0.45,0.38,0.38,1493
ASPSZ.US,20260323,0.2124,0.23,0.2124,0.2299,3152
ASRT.US,20260323,13.11,14,12.675,14,343353
ASRV.US,20260323,3.64,3.66,3.58,3.66,17542
ASST.US,20260323,10.03,10.78,9.61,10.44,3954932
ASTC.US,20260323,2.38,2.38,2.3515,2.3515,1536
ASTE.US,20260323,52.25,53.29,51.27,52.54,216732
ASTH.US,20260323,24.58,25.405,23.765,23.81,436528
ASTI.US,20260323,4.84,4.95,4.31,4.76,671695
ASTL.US,20260323,3.64,3.935,3.61,3.77,1394843
ASTLW.US,20260323,0.0776,0.0849,0.0701,0.0784,4700
ASTS.US,20260323,90.39,90.9,86.5303,88.42,12890829
ASUR.US,20260323,8.58,8.82,8.04,8.56,86865
ASYS.US,20260323,10.9,11.48,10.75,11.3,108966
ATAI.US,20260323,3.49,3.57,3.37,3.39,5307564
ATAT.US,20260323,37.95,38.27,35.81,35.94,1371972
ATCX.US,20260323,4.88,5.25,4.88,5,31519
ATEC.US,20260323,12.73,12.77,12.13,12.15,2265456
ATER.US,20260323,0.62,0.62,0.5781,0.5812,27362
ATEX.US,20260323,39.56,40.75,37.68,38.62,433984
ATGL.US,20260323,17.1,17.1,17.1,17.1,1512
ATHE.US,20260323,3.27,3.48,3.27,3.3,1566
ATHR.US,20260323,2.3203,2.81,2.2,2.56,9893
ATII.US,20260323,10.42,10.42,10.42,10.42,105
ATIIW.US,20260323,0.61,0.6496,0.61,0.6102,62982
ATLC.US,20260323,55.14,58.08,55.14,56.31,69199
ATLCL.US,20260323,24.98,25.04,24.98,25,6165
ATLCP.US,20260323,23.75,23.75,22.988,23.05,11070
ATLCZ.US,20260323,25.05,25.16,25.05,25.16,77261
ATLN.US,20260323,4.32,4.32,3.44,3.72,190774
ATLO.US,20260323,27.25,27.69,27.25,27.38,77519
ATLX.US,20260323,4.16,4.35,3.96,4.03,599083
ATNI.US,20260323,26.39,27.86,26.09,27.03,61003
ATOM.US,20260323,4.3,4.64,4.18,4.59,954994
ATON.US,20260323,0.36,0.3745,0.3503,0.3732,364265
ATOS.US,20260323,5.37,5.71,5.35,5.61,65601
ATPC.US,20260323,2.1,2.1599,2.03,2.08,41602
ATRA.US,20260323,5,5.0299,4.7568,4.845,67886
ATRC.US,20260323,30.25,30.4475,29.63,29.78,505298
ATRO.US,20260323,66.38,67.86,65.7,66.03,397183
ATXG.US,20260323,0.300501,0.3744,0.300501,0.36,532717
ATYR.US,20260323,0.827,0.8458,0.8003,0.8274,896808
AUBN.US,20260323,22.14,23.0953,21.78,22.44,16159
AUDC.US,20260323,8.36,8.58,8.335,8.52,93546
AUGO.US,20260323,62.4,66.335,61.84,65.44,1458338
AUID.US,20260323,1.4,1.48,1.34,1.47,327666
AUPH.US,20260323,14.365,15.22,14.355,14.56,2648637
AUR.US,20260323,4.21,4.49,4.09,4.38,22890854
AURA.US,20260323,6.58,6.7,6.411,6.53,228526
AURE.US,20260323,1.7977,1.99,1.7977,1.93,22593
AUROW.US,20260323,0.2,0.23,0.2,0.216601,28415
AUTL.US,20260323,1.4,1.44,1.38,1.4,1343186
AUUD.US,20260323,0.8275,0.8275,0.770501,0.7848,43086
AVAH.US,20260323,6.65,6.88,6.51,6.71,1859982
AVAV.US,20260323,200.67,211.5,196.7551,206.27,1737371
AVBH.US,20260323,27.48,28.525,27.1,27.55,127910
AVBP.US,20260323,22.34,22.72,21.73,22.18,494497
AVGO.US,20260323,318,326.48,314.93,322.51,27369188
AVIR.US,20260323,5.73,5.73,5.45,5.57,491481
AVNW.US,20260323,25.51,26.28,25.085,25.46,138833
AVO.US,20260323,12.37,12.93,12.28,12.66,797067
AVOS.US,20260323,24.36,24.4311,24.36,24.4311,2916
AVPT.US,20260323,10.28,10.4,10.095,10.24,1722997
AVR.US,20260323,5.74,5.76,5.32,5.47,672793
AVT.US,20260323,60.03,60.51,59.25,59.73,1057514
AVTX.US,20260323,13.575,14.15,13.075,13.5,2592215
AVX.US,20260323,0.68,0.72,0.672001,0.7076,161689
AVXL.US,20260323,4.1,4.605,4.1,4.44,2108099
AVXX.US,20260323,12.69,14,12.21,13.53,126782
AWRE.US,20260323,1.19,1.2267,1.15,1.16,97875
AXG.US,20260323,3.448,3.58,3.44,3.53,143599
AXGN.US,20260323,31.34,32,31.245,31.75,687155
AXIN.US,20260323,10.13,10.13,10.13,10.13,179
AXINR.US,20260323,0.2,0.2,0.2,0.2,254
AXINU.US,20260323,11.4,11.4,10.28,10.28,11100
AXON.US,20260323,503,513.9599,496.48,507.28,564414
AXPG.US,20260323,11.25,11.27,11.055,11.0909,5893
AXSM.US,20260323,156.98,159.4,153.46,156.84,409885
AXTI.US,20260323,55.29,65.24,53.23,64.44,13973583
AYTU.US,20260323,2.61,2.65,2.6,2.63,35122
AZ.US,20260323,5.8,6.59,5.8,6.48,794916
AZI.US,20260323,3.05,3.09,2.4504,2.67,213878
AZN.US,20260323,183.96,186.78,183.76,184.07,2009404
AZTA.US,20260323,20.94,21.46,20.35,20.45,1036287
AZYY.US,20260323,16.39,16.5756,16.35,16.4731,2336
BABU.US,20260323,13.42,14.11,13.178,13.87,35657
BACC.US,20260323,10.18,10.19,10.18,10.19,20887
BAER.US,20260323,1.98,1.98,1.88,1.94,657571
BAERW.US,20260323,0.39,0.4,0.33,0.35,115094
BAFN.US,20260323,5.8591,6.12,5.8,5.98,7898
BAIV.US,20260323,23.13,23.9,23.09,23.365,45683
BALQ.US,20260323,47.595,47.595,47.2205,47.2205,8981
BAND.US,20260323,15.62,16.61,15.4,16.53,406384
BANF.US,20260323,107.34,110.16,106.54,107.12,273487
BANFP.US,20260323,25.58,26.175,25.58,26.175,785
BANL.US,20260323,0.68,0.73,0.6192,0.7,280273
BANR.US,20260323,59.54,60.85,58.95,58.99,454537
BANX.US,20260323,19.1,19.16,18.965,19.09,27714
BAOS.US,20260323,2.59,2.63,2.58,2.62,1032
BATRA.US,20260323,46.5,47.045,46.16,46.48,47932
BATRK.US,20260323,42.08,42.57,41.7157,41.97,257692
BAYAR.US,20260323,0.23,0.26,0.2101,0.2101,23596
BBB.US,20260323,27.41,27.49,27.19,27.2335,818
BBCP.US,20260323,6.98,7.19,6.9,7.14,235814
BBCQ.US,20260323,10.04,10.05,10.03,10.03,18110
BBCQU.US,20260323,10.34,10.34,10.34,10.34,42000
BBCQW.US,20260323,0.95,0.95,0.92,0.925,76424
BBGI.US,20260323,3.79,3.855,3.31,3.44,39678
BBIO.US,20260323,69.22,71.27,68.4,69.6,1434214
BBLG.US,20260323,1.1695,1.22,1.1695,1.18,6112
BBNX.US,20260323,10.81,11.62,10.77,11.02,759165
BBOT.US,20260323,8.8,8.94,8.6,8.81,101416
BBSI.US,20260323,28.59,29.21,28.21,28.92,354844
BBYY.US,20260323,13.6,13.63,13.6,13.6138,900
BCAB.US,20260323,0.1623,0.178,0.1617,0.17,813879
BCAL.US,20260323,17.62,17.95,17.29,17.54,224125
BCAR.US,20260323,10.11,10.115,10.1,10.1,466257
BCAX.US,20260323,18.6,18.93,18.055,18.39,338014
BCBP.US,20260323,8.3,8.615,8.3,8.555,116800
BCDA.US,20260323,1.19,1.23,1.1601,1.2,49014
BCFN.US,20260323,21.14,21.21,21.1157,21.1157,1264
BCG.US,20260323,2.0301,2.17,2.0301,2.17,6408
BCIC.US,20260323,7.41,7.57,7.21,7.22,251267
BCML.US,20260323,29.38,30,29.38,29.61,27463
BCPC.US,20260323,165.57,166.37,163.39,164.29,207994
BCRX.US,20260323,9.825,10.04,9.63,9.8,9242068
BCTK.US,20260323,24.34,24.74,24.28,24.4161,25203
BCTX.US,20260323,4.19,4.36,4.18,4.25,173983
BCTXL.US,20260323,1.09,1.13,1.09,1.13,2086
BCYC.US,20260323,4.5,4.5999,4.25,4.34,831238
BDCI.US,20260323,9.97,9.9747,9.96,9.9717,4988
BDCIU.US,20260323,10.11,10.11,10.11,10.11,164
BDCIW.US,20260323,0.45,0.45,0.45,0.45,398
